109	35	173	146	24	156
150	51	80	88	27	137
137	186	186	172	136	181
86	88	40	65	142	99
129	42	188	165	150	130
145	34	69	110	158	83
129	146	23	97	52	162
39	92	169	114	41	29
139	58	33	192	188	46
145	40	102	170	77	116
91	152	108	75	138	72
86	141	153	144	78	164
99	148	152	151	107	115
68	97	196	71	105	72
148	119	91	25	89	189
176	131	155	110	185	106
179	192	34	147	50	165
146	186	187	193	153	120
167	83	91	180	133	39
184	191	110	82	73	121
122	181	60	37	125	136
182	193	62	147	200	139
96	26	148	145	188	68
133	90	31	31	99	34
73	170	140	148	149	128
63	32	198	177	156	185
48	155	125	115	52	107
127	85	81	183	130	58
61	72	113	107	152	181
159	93	92	196	73	27
58	183	109	81	171	161
113	64	173	171	50	96
36	191	112	92	156	177
152	167	150	173	133	111
77	94	50	50	28	192
142	132	83	86	148	49
51	177	104	57	135	103
54	190	145	95	140	121
70	58	166	137	53	115
121	136	99	179	168	134
84	119	178	82	165	52
53	35	109	64	178	182
150	140	113	36	107	82
151	90	109	79	27	56
96	32	143	21	132	52
147	88	75	25	142	126
176	63	78	151	155	43
189	84	127	154	192	83
86	196	100	192	114	176
27	55	155	74	117	122
188	152	72	43	181	58
117	32	88	154	178	192
93	154	22	41	164	87
169	52	156	115	157	192
54	66	195	119	136	33
70	126	30	146	42	122
140	121	22	177	160	94
63	89	45	117	126	121
93	121	100	102	105	21
31	191	46	117	194	123
41	127	190	133	200	56
104	28	67	100	167	119
146	46	122	142	139	31
186	183	54	76	162	97
128	100	42	85	192	71
124	70	87	199	24	101
57	115	84	87	112	65
149	198	105	94	159	147
84	137	44	183	37	120
29	155	76	28	199	185
139	188	160	179	115	76
152	99	163	30	100	107
146	174	104	48	33	197
135	177	152	150	162	200
56	166	179	190	126	46
173	194	61	187	180	156
138	138	47	94	187	91
160	25	26	112	183	176
109	164	52	38	155	188
55	133	165	166	37	51
121	90	40	145	146	54
43	24	198	127	114	133
140	79	57	194	106	189
177	52	52	134	28	40
154	189	112	115	160	144
192	89	132	68	167	193
65	94	111	179	136	127
45	178	42	32	26	106
78	138	191	108	45	85
126	75	93	120	185	167
98	42	195	175	155	195
169	60	106	105	51	66
93	170	31	50	30	77
34	170	62	117	163	141
200	144	190	144	117	55
116	144	122	37	95	148
106	175	159	165	110	114
195	110	176	79	200	48
96	134	126	68	154	177
193	110	194	171	158	146
164	123	70	43	90	22
67	186	92	75	195	29
71	127	130	49	45	96
169	112	72	95	27	44
107	59	197	194	127	200
171	158	148	88	131	75
175	113	197	198	159	65
51	81	108	164	24	184
112	94	92	71	125	133
179	94	31	105	46	21
144	107	113	27	42	119
37	152	61	147	168	181
26	131	59	97	59	34
192	195	180	193	96	160
124	44	88	34	51	74
128	55	185	121	110	164
147	112	112	23	152	120
100	104	149	69	52	169
160	130	62	23	140	162
196	162	175	51	69	150
104	182	151	134	192	63
65	71	140	89	40	160
190	157	80	42	199	129
193	30	147	82	128	49
137	43	92	163	78	180
110	38	21	120	33	160
67	52	159	124	150	37
41	53	63	98	188	69
44	170	191	138	140	188
149	169	33	39	68	192
191	184	182	33	42	92
39	25	181	184	57	79
53	50	96	57	71	181
125	162	98	148	151	75
66	169	116	76	79	91
123	26	167	62	58	94
191	130	112	151	109	165
177	40	137	161	57	34
70	132	180	30	122	127
21	180	102	48	127	43
150	120	156	147	24	64
151	154	144	196	28	121
59	43	79	102	146	121
111	162	146	119	81	138
89	160	69	149	36	124
130	179	133	92	56	119
24	194	150	129	119	24
139	64	51	25	31	180
37	61	21	144	115	141
169	197	38	190	150	184
75	174	163	122	191	197
156	181	26	105	176	36
161	126	169	160	73	137
52	179	22	197	69	39
96	154	174	48	75	175
38	95	98	36	189	26
116	104	92	163	84	124
38	184	58	45	172	71
77	100	177	62	81	25
174	181	34	35	190	107
57	30	80	40	91	139
76	43	35	126	43	151
109	127	165	94	78	32
168	134	91	109	198	92
56	70	56	109	104	165
181	196	173	149	183	190
55	100	102	182	26	182
150	40	27	159	69	36
68	114	27	105	76	157
142	139	152	128	151	120
173	116	72	159	76	131
88	155	175	175	159	79
78	106	171	89	82	32
187	192	155	38	182	91
99	39	147	194	65	56
70	47	128	78	167	132
102	38	164	73	48	86
197	76	184	186	132	129
43	122	191	175	75	152
73	128	130	195	88	164
155	110	54	27	69	27
160	63	75	131	51	187
123	40	161	160	156	99
55	75	199	108	93	37
42	162	47	58	104	183
198	97	163	87	81	82
110	109	179	101	131	187
48	181	172	102	77	119
185	92	200	198	28	82
176	56	68	134	149	42
197	49	85	142	26	119
148	26	96	182	121	21
172	160	198	150	104	120
56	40	21	42	134	194
169	105	89	66	116	75
28	64	44	45	189	145
189	164	39	108	109	62
105	186	147	174	190	135
43	192	132	38	199	191
86	36	126	110	21	173
98	79	190	103	46	62
155	116	113	83	116	49
35	30	58	165	38	51
92	151	188	172	60	71
106	143	63	31	59	125
56	121	98	96	91	123
31	186	56	122	185	66
22	33	177	169	103	46
122	123	55	139	54	50
187	155	195	29	42	91
185	99	176	136	170	83
106	52	79	110	183	65
154	112	112	107	52	104
113	148	67	142	85	25
176	65	94	100	178	136
175	147	90	113	169	105
140	192	36	25	114	64
132	68	31	84	183	25
194	86	132	46	116	67
70	49	88	48	107	192
90	91	180	82	94	47
144	76	102	166	47	195
121	37	79	52	100	160
128	195	33	61	200	174
46	186	60	92	179	43
27	182	94	125	171	166
154	68	82	49	139	37
64	58	191	123	155	97
124	66	163	31	22	84
77	198	141	164	186	180
159	43	180	163	74	78
26	63	101	118	46	196
155	72	156	97	21	183
181	95	89	155	94	115
88	112	183	162	101	47
107	68	181	53	170	159
106	58	109	174	73	102
156	124	127	153	150	63
95	25	124	143	133	182
50	31	109	169	172	178
187	51	160	147	130	110
27	172	36	98	134	117
106	184	86	32	81	77
158	47	54	77	47	48
187	129	27	189	154	134
23	163	132	177	47	82
89	88	166	98	37	74
133	73	40	82	126	37
155	149	59	176	24	70
195	95	189	189	199	89
183	40	140	158	28	105
113	124	146	65	165	33
187	160	122	28	162	118
199	166	137	86	176	173
90	182	63	146	74	194
86	142	54	54	74	104
102	43	197	34	167	150
120	188	192	48	179	188
176	81	190	126	37	98
71	80	144	84	23	128
158	176	100	164	79	150
139	164	66	34	134	153
22	198	170	109	126	181
191	169	184	194	166	78
24	128	22	93	28	36
111	176	126	184	163	50
98	62	173	38	62	89
100	74	178	92	90	77
174	54	200	156	21	199
117	79	33	126	100	158
51	64	136	137	44	26
74	195	128	56	71	161
91	46	128	153	194	48
171	72	77	75	107	53
100	35	192	66	134	180
143	90	191	45	41	200
120	159	155	110	114	42
55	36	179	109	161	55
76	64	105	126	50	174
156	148	82	124	55	141
75	111	96	138	51	52
152	53	141	119	67	110
64	88	178	190	188	59
144	97	196	165	65	106
168	92	183	60	45	37
187	58	160	177	72	81
83	105	109	31	136	144
25	197	28	121	31	182
174	51	166	77	52	79
142	112	141	104	93	98
63	46	165	39	33	147
193	25	166	53	54	143
36	178	42	37	114	154
134	53	112	53	115	26
138	170	195	96	118	55
54	78	98	194	186	22
156	104	68	123	158	81
25	43	92	146	35	104
131	31	173	91	28	187
87	88	199	72	183	178
36	123	148	192	65	43
87	106	150	88	192	51
122	194	115	63	175	89
104	123	111	179	85	28
72	32	107	92	177	134
145	182	200	38	129	127
135	49	163	44	110	152
177	131	60	102	154	149
89	77	71	178	150	45
22	198	152	85	135	115
132	51	167	62	196	193
57	76	105	149	197	89
171	84	186	151	57	89
57	138	64	177	149	78
121	178	146	90	74	135
57	184	167	143	131	150
72	166	57	175	189	74
174	156	58	119	119	34
123	93	103	94	95	102
84	154	36	144	39	102
195	58	132	132	114	157
116	133	121	41	166	126
116	87	117	80	66	173
156	167	30	159	53	39
79	124	190	90	139	140
115	21	40	111	96	80
83	62	27	179	66	118
60	91	56	74	140	97
131	136	106	21	21	168
139	193	116	43	35	175
163	163	165	167	32	184
71	190	76	46	111	69
138	81	146	128	64	60
106	171	197	36	40	117
146	167	140	160	110	171
197	181	163	153	146	53
133	82	167	136	98	138
38	104	177	58	137	79
48	173	127	71	173	128
57	137	199	89	112	155
30	107	125	66	175	64
139	60	151	94	31	71
37	26	138	28	59	166
172	199	68	197	152	191
98	103	182	131	199	27
58	115	183	184	135	146
131	59	180	111	138	60
73	77	66	150	64	48
38	55	31	85	71	156
114	82	154	109	124	46
64	146	140	181	95	131
35	157	70	54	55	136
119	183	156	53	40	39
42	174	179	134	39	103
35	49	174	200	160	186
103	88	21	194	153	115
91	33	64	152	124	147
118	82	142	71	195	82
40	43	25	110	100	64
31	78	99	185	21	83
193	136	49	71	153	197
59	102	112	178	140	157
170	179	65	52	59	54
157	153	181	129	67	47
138	106	145	175	74	41
98	39	120	36	114	158
98	34	82	115	36	28
187	54	120	44	21	163
90	160	43	147	35	66
26	61	85	61	66	69
175	198	52	23	74	141
162	116	133	121	158	147
75	195	191	59	35	137
104	65	101	170	51	104
24	89	48	34	119	33
194	55	173	181	188	184
155	132	105	148	47	61
22	194	188	125	60	81
167	108	184	157	156	198
199	164	70	33	107	67
107	36	87	31	181	75
189	73	109	184	78	100
151	61	114	35	195	89
117	180	55	44	135	69
124	126	49	113	199	150
109	112	65	56	90	40
172	116	89	68	76	174
33	194	177	88	39	38
171	100	64	109	189	163
156	83	153	144	60	180
152	142	31	24	157	69
197	99	146	104	147	191
118	194	97	51	54	131
42	168	165	47	92	160
40	144	36	55	70	35
116	60	200	32	34	187
170	152	123	59	126	195
90	150	95	27	193	142
93	161	101	113	85	84
132	182	90	162	27	95
156	116	28	63	75	129
29	182	159	26	155	124
165	189	123	187	102	184
54	47	118	184	65	119
74	89	186	166	126	188
197	135	142	183	167	126
176	178	42	152	123	163
143	190	93	188	47	141
196	42	171	63	161	162
174	175	119	44	78	102
188	169	22	79	162	89
164	157	24	133	103	186
73	160	164	197	23	33
88	73	150	42	54	40
43	98	190	73	160	149
122	59	93	160	189	184
169	138	168	39	174	93
102	40	185	71	104	73
130	179	117	181	84	37
136	61	103	34	200	95
55	61	177	191	114	82
177	76	59	88	193	31
25	159	100	42	39	71
48	194	79	41	138	174
150	172	30	92	135	32
63	106	128	74	89	139
28	194	90	89	57	77
85	100	187	59	128	186
121	58	140	177	144	187
90	79	166	158	56	37
98	114	168	151	182	167
87	79	27	167	64	27
43	53	180	95	122	42
197	86	67	85	193	103
55	198	198	115	106	112
34	80	100	111	185	173
31	169	198	120	83	155
156	93	26	92	151	89
127	38	44	99	95	62
30	147	150	69	148	173
52	92	112	41	154	107
72	30	87	53	73	40
73	113	181	189	114	122
172	112	106	111	160	166
123	42	162	112	59	92
21	133	105	74	144	70
186	70	172	26	171	141
36	127	101	73	99	198
28	161	129	199	114	162
71	186	135	30	190	148
79	151	91	132	58	127
77	159	193	169	68	116
123	196	127	30	55	80
149	153	190	198	119	33
78	179	126	33	118	183
167	47	178	42	37	141
141	128	99	185	165	58
21	158	23	81	111	85
40	194	133	39	140	110
64	100	124	66	50	40
56	47	63	26	46	160
79	174	33	123	120	60
126	108	156	78	163	105
149	141	65	137	74	109
188	91	86	200	72	189
86	72	155	46	111	26
183	122	116	133	193	176
72	93	52	144	130	113
83	82	21	143	183	197
124	118	112	125	33	84
105	42	55	113	79	89
21	102	190	192	153	199
139	27	126	164	31	197
43	195	26	106	130	129
37	29	88	44	44	164
170	111	192	123	120	174
180	161	126	42	34	145
100	101	156	116	35	62
155	43	55	43	56	161
189	124	90	49	126	79
33	136	40	198	123	192
85	133	80	79	142	129
44	70	135	42	192	159
104	38	187	157	70	85
157	55	59	100	114	183
113	153	186	79	81	140
101	194	168	153	153	113
170	48	21	62	69	114
81	193	43	156	190	42
136	181	120	112	192	132
182	79	86	113	174	81
70	197	179	21	183	181
125	116	99	154	117	198
78	152	132	33	175	187
181	56	171	155	90	88
39	90	189	49	144	160
31	107	168	168	93	179
46	34	198	177	148	111
112	90	58	64	57	151
111	66	189	101	88	130
69	51	71	156	30	127
198	172	94	84	61	90
179	125	145	105	74	113
73	181	178	109	92	189
168	152	182	116	85	82
141	154	131	60	101	140
40	41	95	163	77	39
136	186	179	30	130	98
119	28	200	27	120	159
131	193	168	149	76	166
149	118	71	88	55	36
126	127	187	155	138	171
150	176	67	144	90	83
197	43	84	83	60	160
190	46	26	175	27	65
80	50	63	111	71	35
159	82	107	35	25	168
102	30	161	22	132	121
161	30	150	47	126	35
56	128	176	29	33	80
97	88	86	164	154	153
114	56	198	66	153	179
47	64	145	153	172	115
92	94	26	43	42	163
71	39	102	125	85	73
31	100	81	189	166	116
40	94	39	52	148	133
170	44	108	199	167	183
78	161	89	62	46	132
157	188	160	147	138	84
67	90	168	84	63	90
123	164	64	144	159	56
38	165	117	183	97	111
65	141	51	26	141	198
129	47	166	144	73	61
157	124	115	21	200	27
88	29	186	112	176	57
85	178	160	121	100	101
72	188	166	83	141	169
80	79	185	21	32	56
118	63	164	192	87	183
159	161	130	106	165	113
153	78	103	160	66	63
65	34	60	50	164	84
121	35	114	86	104	130
50	157	34	85	78	100
42	56	26	155	62	163
58	176	163	200	40	144
46	104	55	66	25	54
114	147	171	68	42	50
168	93	37	98	178	69
82	60	144	124	38	72
174	23	197	179	106	144
50	58	72	109	79	189
75	45	114	124	111	167
156	170	96	39	61	102
90	143	123	63	163	125
38	177	111	169	117	126
171	129	92	33	27	32
195	29	153	73	158	32
178	111	172	73	91	170
148	32	100	195	77	61
140	64	101	106	36	112
144	92	147	163	160	50
185	22	123	126	133	175
55	135	174	28	116	90
169	144	74	164	38	143
193	197	198	182	50	107
158	22	21	100	160	126
25	23	152	189	145	108
80	53	139	98	151	111
75	58	154	183	23	55
81	28	106	153	151	122
29	183	156	79	186	196
175	176	83	48	100	83
103	46	185	34	165	151
65	196	62	41	132	176
134	117	136	195	165	180
170	150	164	131	170	123
136	73	170	116	137	74
128	82	118	122	33	93
135	155	142	80	183	183
76	47	23	127	58	178
100	155	95	30	73	156
89	171	55	184	147	43
50	116	126	117	193	91
159	68	124	188	47	101
49	129	78	93	106	23
141	51	30	186	75	46
86	101	141	76	120	115
175	117	194	45	193	45
29	50	93	144	172	74
22	195	61	166	192	148
182	193	66	126	178	147
92	141	46	50	75	88
80	69	36	33	160	116
117	51	168	165	21	50
48	124	33	59	61	123
125	141	178	169	181	70
105	74	114	169	32	193
170	192	147	39	118	136
147	177	200	136	63	151
160	24	67	191	132	151
149	30	119	46	133	173
113	200	29	43	102	48
188	171	137	35	44	196
93	138	107	184	107	144
43	43	27	35	136	36
83	75	134	125	191	38
92	95	149	172	96	81
126	162	106	177	129	40
65	87	129	35	63	108
94	120	168	162	70	103
196	174	157	127	61	40
193	180	55	173	153	188
81	38	145	153	112	67
187	144	194	107	136	127
187	173	151	199	185	199
200	24	23	142	166	81
159	124	92	182	172	170
127	120	158	35	191	116
192	59	73	114	154	47
108	80	113	151	43	149
166	24	187	98	93	59
61	121	132	145	146	115
99	45	40	101	137	115
80	26	175	89	191	41
95	181	79	104	21	32
97	64	130	111	144	82
184	143	21	84	105	136
167	129	103	152	36	153
99	180	52	200	115	75
185	67	137	117	24	49
100	88	157	24	177	59
182	151	102	36	34	143
119	132	174	159	28	180
130	188	112	38	34	85
26	58	130	43	161	63
164	140	149	117	143	71
126	104	177	123	145	39
182	136	125	194	112	162
40	73	139	66	119	95
71	87	64	194	38	152
58	194	106	180	22	191
139	76	138	24	145	56
82	128	190	176	120	175
138	161	25	188	35	166
167	49	98	182	93	94
179	38	88	32	178	114
151	27	21	159	155	175
155	90	78	191	73	144
185	92	160	59	52	43
161	56	79	62	101	131
37	122	198	55	120	130
26	134	195	177	65	137
194	28	85	147	162	190
57	148	97	45	183	48
195	94	49	198	129	77
32	102	95	199	186	121
73	121	83	86	126	195
43	74	161	52	37	197
197	128	129	109	175	60
100	56	122	121	128	85
158	104	161	136	194	64
35	44	28	90	133	165
41	27	45	24	179	163
58	78	176	158	33	191
185	162	166	98	101	107
126	184	109	85	40	150
65	44	102	132	123	69
103	77	77	127	176	77
143	64	171	89	137	86
180	88	132	114	29	183
88	23	41	44	188	185
49	134	166	166	61	79
124	28	45	164	194	94
36	198	66	187	21	179
122	166	174	117	26	98
43	45	130	176	182	162
157	138	132	152	97	57
62	96	114	123	183	160
137	39	76	31	155	96
162	85	62	27	124	55
91	44	75	195	120	110
44	74	90	137	140	137
200	54	31	145	158	78
79	62	176	60	104	132
186	108	68	140	56	102
97	94	193	113	140	142
130	200	41	73	69	60
33	45	49	115	127	190
78	51	52	114	172	165
119	167	84	150	75	50
152	114	178	165	185	105
173	158	35	121	33	186
66	144	32	42	32	124
47	156	80	111	107	155
133	37	21	37	144	103
35	67	168	123	110	70
21	134	146	82	160	130
162	113	107	102	80	86
191	183	29	150	59	34
181	64	53	169	86	138
45	33	33	98	36	175
182	155	187	66	112	191
63	137	101	140	95	108
79	105	174	173	191	134
162	92	142	193	152	33
53	69	72	172	200	42
95	139	127	43	193	122
52	75	200	158	134	168
75	100	130	149	107	107
110	144	64	166	128	141
114	196	84	147	171	84
142	104	118	36	92	193
121	166	146	86	161	87
176	175	181	200	121	42
112	192	86	105	55	178
108	186	114	70	97	83
118	94	174	85	177	63
98	100	62	61	36	60
71	171	171	193	59	170
77	55	167	57	84	133
41	191	198	22	181	188
83	102	130	87	168	104
63	161	52	197	26	182
182	88	184	99	91	48
58	136	63	173	148	126
136	115	107	177	68	141
188	109	168	101	58	134
115	153	165	109	148	64
52	186	46	111	178	153
184	181	141	197	106	128
85	68	63	49	43	184
137	45	140	45	147	173
52	24	28	135	117	106
46	101	198	140	72	172
96	116	145	179	136	44
144	71	59	196	37	63
29	115	136	130	80	96
133	100	142	185	146	197
189	101	44	170	147	89
64	146	27	154	42	117
57	94	58	26	40	84
32	50	39	185	45	108
95	50	56	60	78	159
75	131	53	30	74	41
56	148	37	118	198	25
76	69	45	195	197	55
28	64	116	161	45	196
33	37	184	27	177	70
153	121	108	73	34	38
125	139	130	156	81	115
31	173	43	38	185	157
99	188	194	36	51	153
151	72	85	21	186	155
150	56	168	120	112	72
184	46	88	142	88	188
134	150	174	43	188	199
90	139	143	25	24	56
118	64	190	142	124	174
95	122	144	195	27	27
179	24	64	119	182	43
89	196	107	183	24	35
122	149	176	73	95	102
41	85	178	29	34	193
119	80	75	24	188	125
61	108	173	143	175	168
81	191	137	75	70	133
174	55	117	163	105	47
127	94	26	78	37	148
175	103	177	107	176	129
140	200	79	122	99	186
101	158	162	103	71	81
37	66	185	139	194	76
173	117	102	58	40	77
176	52	172	156	196	34
158	97	108	56	50	118
27	48	120	195	150	115
117	158	56	74	53	126
199	37	78	38	71	34
184	97	153	114	27	85
99	40	117	160	158	75
87	44	77	103	26	54
93	53	140	139	129	64
130	61	98	156	171	65
166	190	190	114	82	36
145	71	28	71	157	88
98	160	24	156	189	186
165	27	177	150	168	39
94	69	167	79	47	179
100	74	56	39	199	171
32	23	159	153	68	132
103	146	153	99	83	32
150	50	170	97	73	100
156	90	111	97	35	146
30	172	90	145	135	183
28	156	38	39	122	170
101	79	185	156	103	146
126	92	100	161	70	103
82	89	57	109	198	179
51	35	172	43	64	130
24	130	149	127	69	123
143	165	60	35	152	197
197	197	173	32	50	71
91	168	196	73	21	50
122	198	122	164	185	87
112	21	129	105	123	194
186	100	111	191	45	88
99	105	147	88	65	85
115	158	146	102	196	188
118	75	147	133	125	107
39	171	75	116	154	101
30	101	194	95	47	23
92	187	108	124	180	144
188	116	106	42	58	53
34	144	65	81	45	151
166	81	194	134	85	64
144	179	179	105	87	190
147	31	105	21	132	53
54	85	110	146	160	94
177	48	83	107	47	190
91	157	21	76	123	112
32	33	139	166	66	99
59	77	153	86	136	75
102	122	167	199	170	129
184	62	172	53	187	132
74	123	92	55	112	142
180	40	57	72	86	200
43	121	186	146	190	41
151	155	93	152	52	76
63	177	72	137	196	57
144	140	76	135	99	171
21	114	25	122	103	22
35	50	30	176	149	143
62	22	102	47	160	102
189	138	30	86	106	76
72	181	157	70	144	184
76	182	174	200	176	164
174	168	65	88	155	74
147	157	126	164	192	114
188	36	161	123	59	149
167	169	183	150	39	45
149	137	129	96	131	142
127	91	172	103	28	179
87	72	109	49	191	162
162	148	127	172	178	79
84	143	94	189	147	192
24	122	95	110	169	170
166	102	34	130	72	179
119	118	67	47	86	135
92	91	128	198	95	121
121	173	110	26	174	97
63	78	135	107	114	61
152	129	161	100	155	134
87	121	75	39	143	70
95	94	49	38	55	134
41	200	83	93	148	177
90	152	83	122	35	30
102	61	135	86	150	182
91	159	130	145	101	190
148	121	145	117	195	79
23	184	193	187	149	28
60	184	123	43	92	45
123	67	23	156	42	127
24	170	104	32	32	93
161	44	141	195	80	113
123	120	47	39	133	78
197	168	29	183	183	36
32	108	129	102	114	162
161	178	53	175	89	31
88	139	192	59	76	159
157	34	173	118	80	71
133	138	74	126	192	47
198	72	196	163	80	104
93	175	63	157	69	82
153	146	167	109	26	49
161	36	113	24	186	87
122	169	178	73	192	21
109	120	150	147	171	152
100	182	124	112	24	33
61	106	54	118	128	180
185	44	102	28	140	164
38	69	73	63	67	123
54	124	91	187	88	116
54	141	189	130	120	176
107	51	188	72	47	179
108	157	84	36	142	184
145	69	74	88	143	66
153	161	62	160	60	147
132	122	46	179	28	191
32	72	50	197	153	153
68	122	30	80	34	172
93	123	136	107	192	170
135	33	35	169	140	159
102	22	182	181	107	26
53	103	40	200	66	132
188	117	28	188	72	179
39	82	92	183	176	102
150	145	175	76	23	28
162	184	22	47	192	114
116	58	92	197	139	158
177	86	170	120	199	109
48	98	188	166	178	67
163	71	77	39	54	44
122	104	54	43	131	132
61	62	192	131	194	177
80	160	143	97	137	41
199	164	29	111	68	87
63	125	129	149	144	141
166	67	114	144	85	173
167	191	177	110	51	77
199	131	35	134	185	153
162	49	37	147	34	151
112	39	52	65	164	128
191	120	54	56	167	47
60	87	171	50	70	38
55	108	57	143	35	185
34	124	162	171	59	71
160	150	185	36	176	75
40	77	123	98	145	95
200	37	168	197	28	116
54	123	51	75	186	124
26	59	50	32	70	106
174	111	161	38	38	30
152	79	30	126	129	176
171	71	183	50	101	97
153	52	153	168	57	187
97	199	76	23	200	181
150	61	167	42	149	34
42	152	106	131	133	93
121	42	180	187	192	121
99	37	174	70	62	105
69	81	73	115	25	38
109	106	43	84	84	160
56	118	86	37	21	93
129	54	113	32	199	29
141	115	113	147	101	141
130	58	172	195	25	95
191	48	55	185	194	191
172	139	27	43	167	28
64	66	49	178	53	166
76	86	40	31	94	130
49	84	121	183	116	70
24	171	145	52	181	187
121	177	194	166	97	139
45	117	195	83	80	160
21	97	82	92	85	188
70	49	94	99	104	99
61	191	197	101	132	51
81	134	153	122	102	28
116	95	158	171	153	161
199	62	174	81	122	107
169	94	56	85	33	61
31	95	22	197	74	69
172	80	26	55	134	104
190	37	21	55	137	187
184	99	198	68	67	165
65	120	62	195	32	139
64	105	25	163	198	186
41	172	168	78	92	61
147	46	56	197	61	169
27	116	49	165	119	96
52	163	102	63	111	82
50	26	138	99	192	154
182	42	51	93	110	31
22	130	106	110	171	138
81	59	169	185	172	97
43	76	199	42	59	116
127	70	81	101	30	94
168	98	119	26	131	131
46	141	125	165	124	127
131	162	149	71	172	89
43	121	100	85	179	93
151	127	60	74	178	63
31	174	71	26	166	106
186	127	178	162	188	116
187	24	78	68	194	64
152	78	188	56	131	68
119	33	42	146	102	53
110	167	118	23	69	76
199	115	84	110	87	164
32	170	150	37	105	48
29	148	120	141	23	132
128	197	193	124	145	121
96	100	27	89	48	162
70	153	167	145	182	175
81	157	177	82	163	71
197	184	93	71	157	122
46	58	93	69	152	150
81	138	122	135	41	57
100	125	157	186	97	184
67	193	96	138	46	143
37	70	51	54	58	147
134	46	79	125	176	118
188	199	57	91	127	35
140	102	131	186	128	116
22	184	86	29	38	49
22	24	65	72	26	38
91	33	64	94	147	100
111	162	186	147	89	183
106	21	181	21	34	33
34	62	109	93	88	191
190	179	64	194	188	169
48	119	200	75	63	132
89	79	75	184	199	146
129	42	186	22	144	74
49	155	154	190	172	167
64	114	57	197	190	89
55	34	130	105	137	31
81	154	200	85	24	60
172	143	127	161	39	55
74	30	191	164	109	143
169	112	68	185	35	147
81	177	149	82	188	33
46	184	135	98	125	120
136	157	168	123	72	46
136	85	155	69	111	177
122	64	96	48	35	175
77	174	173	38	195	144
73	145	172	117	26	173
50	164	93	56	109	40
74	89	37	134	89	152
67	31	125	75	193	127
144	155	116	84	123	148
94	189	124	87	93	184
83	126	160	26	51	175
44	138	160	178	139	55
49	56	116	192	64	159
186	87	164	92	146	142
22	132	103	130	66	74
81	195	114	39	80	157
69	35	186	102	186	80
105	53	119	82	164	123
83	131	134	48	142	27
134	110	45	114	69	37
158	153	180	86	127	84
159	186	151	176	62	188
108	130	163	37	32	183
196	184	174	72	94	35
81	34	58	82	198	42
72	179	162	146	188	75
159	47	150	157	25	163
111	88	170	97	39	175
45	171	147	109	105	55
74	53	151	200	60	133
143	110	173	108	181	144
162	168	41	46	168	41
31	133	180	112	197	31
93	114	165	35	127	55
71	156	76	157	163	156
42	104	131	129	85	55
61	118	39	50	176	105
93	32	118	140	77	160
58	155	122	135	140	36
80	182	186	190	30	121
111	199	140	94	158	156
160	99	200	155	100	83
67	31	172	84	150	71
29	174	35	175	38	157
146	118	120	162	34	27
171	148	123	127	77	176
106	38	195	54	76	169
